,,,,,,,,,,% of FGA by Distance,,,,,,FG% by Distance,,,,,,% of FG Ast'd,,Dunks,,Corner 3s,,Heaves,,
108,Immanuel Quickley,24,2TM,SG,68,38,1985,0.434,16.8,0.516,0.114,0.224,0.125,0.053,0.484,0.471,0.696,0.405,0.446,0.319,0.395,0.387,0.667,0.006,5,0.189,0.293,0,0,
108,Immanuel Quickley,24,NYK,SG,30,0,720,0.454,16.9,0.516,0.101,0.203,0.152,0.06,0.484,0.509,0.647,0.471,0.529,0.35,0.395,0.398,0.719,0.003,1,0.278,0.289,0,0,
108,Immanuel Quickley,24,TOR,PG,38,38,1265,0.422,16.7,0.515,0.122,0.236,0.109,0.048,0.485,0.448,0.721,0.371,0.377,0.296,0.395,0.38,0.636,0.007,4,0.137,0.297,0,0,
109,Brandin Podziemski,20,GSW,SG,74,28,1968,0.454,13.8,0.608,0.186,0.322,0.07,0.03,0.392,0.499,0.685,0.443,0.333,0.333,0.385,0.552,0.767,0.008,4,0.192,0.422,1,0,ROY-5
110,Naz Reid,24,MIN,PF,81,14,1964,0.477,14.5,0.521,0.212,0.271,0.036,0.001,0.479,0.535,0.717,0.403,0.484,0,0.414,0.624,1,0.049,39,0.275,0.411,2,0,6MOY-1
111,Caris LeVert,29,CLE,SG,68,10,1958,0.421,13.6,0.595,0.261,0.212,0.11,0.012,0.405,0.486,0.617,0.379,0.389,0.4,0.325,0.414,0.769,0.043,33,0.175,0.328,1,0,
112,Royce O'Neale,30,2TM,SF,79,14,1954,0.397,21.5,0.217,0.109,0.085,0.019,0.004,0.783,0.496,0.627,0.326,0.5,0.5,0.37,0.672,0.936,0.007,3,0.166,0.443,7,0,
112,Royce O'Neale,30,BRK,SF,49,6,1202,0.388,22.6,0.185,0.098,0.065,0.022,0,0.815,0.483,0.531,0.381,0.571,,0.366,0.69,0.928,0.009,2,0.151,0.45,6,0,
112,Royce O'Neale,30,PHO,SF,30,8,752,0.411,20.5,0.266,0.126,0.117,0.014,0.009,0.734,0.509,0.741,0.28,0.333,0.5,0.376,0.655,0.949,0.005,1,0.191,0.433,1,0,
113,Jonathan Kuminga,21,GSW,PF,74,46,1949,0.529,9.4,0.809,0.296,0.364,0.109,0.039,0.191,0.578,0.749,0.519,0.394,0.353,0.321,0.615,0.906,0.182,138,0.279,0.435,1,0,
114,Donovan Mitchell,27,CLE,SG,55,55,1942,0.462,16.4,0.546,0.209,0.139,0.097,0.101,0.454,0.539,0.702,0.411,0.462,0.455,0.368,0.249,0.56,0.019,18,0.051,0.32,1,0,AS
115,Trae Young,25,ATL,PG,54,54,1942,0.43,17.6,0.535,0.121,0.189,0.157,0.067,0.465,0.479,0.598,0.424,0.456,0.471,0.373,0.252,0.337,0.001,0,0.053,0.48,5,0,AS
116,Dorian Finney-Smith,30,BRK,PF,68,56,1934,0.421,17.6,0.342,0.225,0.096,0.012,0.01,0.658,0.56,0.687,0.306,0.667,0,0.348,0.745,0.974,0.057,24,0.348,0.35,2,0,
117,Tyus Jones,27,WAS,PG,66,66,1933,0.489,14.8,0.616,0.111,0.297,0.174,0.033,0.384,0.537,0.635,0.49,0.56,0.5,0.414,0.418,0.792,0,0,0.246,0.476,0,0,
118,Jonas Valančiūnas,31,NOP,C,82,82,1925,0.559,8.9,0.833,0.344,0.323,0.115,0.051,0.167,0.609,0.729,0.526,0.542,0.486,0.308,0.619,1,0.083,54,0.2,0.167,0,0,
119,Nickeil Alexander-Walker,25,MIN,SG,82,20,1921,0.439,17.7,0.377,0.149,0.145,0.046,0.037,0.623,0.517,0.65,0.449,0.44,0.35,0.391,0.581,0.977,0.02,9,0.469,0.452,2,0,
120,Andrew Wiggins,28,GSW,SF,71,59,1920,0.453,13.2,0.674,0.203,0.292,0.083,0.096,0.326,0.498,0.639,0.491,0.338,0.36,0.358,0.592,0.901,0.049,37,0.157,0.35,1,0,
121,Duncan Robinson,29,MIA,SF,68,36,1905,0.45,19.6,0.299,0.121,0.144,0.027,0.007,0.701,0.579,0.695,0.526,0.444,0.2,0.395,0.752,0.914,0.004,3,0.222,0.419,2,0,
122,John Collins,26,UTA,PF,68,66,1901,0.532,11,0.689,0.303,0.304,0.043,0.039,0.311,0.605,0.783,0.493,0.438,0.276,0.371,0.73,0.988,0.15,106,0.431,0.37,0,0,
123,Darius Garland,24,CLE,PG,57,57,1901,0.446,15.7,0.577,0.17,0.214,0.115,0.077,0.423,0.501,0.643,0.406,0.505,0.446,0.371,0.346,0.652,0,0,0.14,0.44,0,0,
124,Isaiah Hartenstein,25,NYK,C,75,49,1896,0.644,3.5,0.992,0.641,0.26,0.085,0.005,0.008,0.646,0.709,0.568,0.387,1,0.333,0.654,1,0.258,86,0,,0,0,
125,Eric Gordon,35,PHO,SG,68,24,1893,0.443,18.4,0.358,0.175,0.149,0.026,0.008,0.642,0.561,0.731,0.391,0.5,0.2,0.378,0.653,0.933,0.002,1,0.202,0.413,1,0,
126,Jalen Johnson,22,ATL,SF,56,52,1889,0.511,10.6,0.715,0.342,0.272,0.083,0.019,0.285,0.574,0.696,0.471,0.431,0.462,0.355,0.705,0.972,0.15,98,0.285,0.298,1,0,
127,Isaac Okoro,23,CLE,SF,69,42,1887,0.49,12.5,0.552,0.388,0.15,0.008,0.006,0.448,0.57,0.64,0.403,0,1,0.391,0.795,0.976,0.046,18,0.642,0.399,1,0,
128,Clint Capela,29,ATL,C,73,73,1883,0.571,2.5,0.998,0.693,0.291,0.011,0.003,0.002,0.572,0.636,0.433,0.429,0,0,0.68,,0.252,144,0,,1,0,
129,Terance Mann,27,LAC,SG,75,71,1873,0.515,13.1,0.586,0.292,0.193,0.085,0.016,0.414,0.633,0.833,0.463,0.405,0.25,0.348,0.639,0.944,0.105,45,0.515,0.381,1,0,
130,Malik Monk,25,SAC,SG,72,0,1872,0.443,16.2,0.526,0.169,0.189,0.108,0.06,0.474,0.528,0.656,0.456,0.5,0.444,0.35,0.464,0.784,0.049,41,0.132,0.429,0,0,"CPOY-12,6MOY-2"
131,Bruce Brown,27,2TM,SG,67,44,1866,0.478,11.6,0.718,0.244,0.285,0.148,0.041,0.282,0.538,0.718,0.44,0.477,0.375,0.323,0.618,0.925,0.021,12,0.39,0.344,1,0,
131,Bruce Brown,27,IND,SG,33,33,981,0.475,12.9,0.678,0.207,0.264,0.162,0.045,0.322,0.545,0.692,0.458,0.529,0.429,0.327,0.552,0.909,0.019,6,0.436,0.386,1,0,
131,Bruce Brown,27,TOR,PG,34,11,885,0.481,10.3,0.765,0.287,0.31,0.131,0.037,0.235,0.532,0.74,0.422,0.4,0.3,0.317,0.688,0.95,0.022,6,0.317,0.25,0,0,
132,Jamal Murray,26,DEN,PG,59,59,1861,0.481,15.2,0.654,0.166,0.167,0.169,0.151,0.346,0.51,0.652,0.461,0.455,0.47,0.425,0.337,0.6,0.019,19,0.111,0.289,2,0,
133,RJ Barrett,23,2TM,SG,58,58,1838,0.495,10.4,0.716,0.364,0.276,0.057,0.019,0.284,0.549,0.694,0.42,0.3,0.412,0.36,0.592,0.989,0.05,39,0.352,0.409,0,0,
133,RJ Barrett,23,NYK,SG,26,26,766,0.423,12.2,0.665,0.278,0.255,0.093,0.039,0.335,0.469,0.62,0.374,0.306,0.4,0.331,0.537,1,0.034,10,0.377,0.388,0,0,
133,RJ Barrett,23,TOR,SG,32,32,1072,0.553,8.7,0.756,0.431,0.293,0.028,0.004,0.244,0.605,0.731,0.451,0.286,0.5,0.392,0.622,0.979,0.063,29,0.325,0.436,0,0,
134,Georges Niang,30,CLE,PF,82,10,1831,0.449,17.9,0.373,0.12,0.196,0.049,0.008,0.627,0.572,0.684,0.524,0.548,0.2,0.376,0.741,0.973,0,0,0.354,0.343,0,0,
135,Jerami Grant,29,POR,PF,54,54,1830,0.451,13.2,0.675,0.214,0.255,0.096,0.109,0.325,0.474,0.599,0.406,0.415,0.441,0.402,0.445,0.973,0.028,18,0.333,0.467,0,0,
136,Rui Hachimura,25,LAL,PF,68,39,1826,0.537,12.6,0.657,0.296,0.197,0.09,0.072,0.343,0.597,0.81,0.398,0.525,0.367,0.422,0.796,0.99,0.127,77,0.457,0.443,0,0,
137,Payton Pritchard,26,BOS,PG,82,5,1825,0.468,19.1,0.398,0.132,0.117,0.083,0.066,0.602,0.593,0.762,0.486,0.566,0.476,0.385,0.273,0.85,0,0,0.251,0.438,5,1,
138,Lauri Markkanen,26,UTA,PF,55,55,1820,0.48,15.7,0.507,0.175,0.24,0.061,0.03,0.493,0.559,0.724,0.5,0.389,0.407,0.399,0.742,0.983,0.098,77,0.178,0.436,1,0,
139,Reggie Jackson,33,DEN,PG,82,23,1817,0.431,14.6,0.624,0.187,0.247,0.089,0.102,0.376,0.475,0.61,0.422,0.433,0.39,0.359,0.402,0.775,0.011,6,0.204,0.397,4,0,
140,Cole Anthony,23,ORL,PG,81,0,1817,0.435,14.9,0.64,0.152,0.244,0.169,0.075,0.36,0.49,0.647,0.484,0.434,0.316,0.338,0.28,0.892,0.014,9,0.204,0.321,3,0,
141,Daniel Gafford,25,2TM,PF,74,66,1815,0.725,2.7,1,0.667,0.302,0.027,0.004,0,0.725,0.813,0.566,0.385,0.5,,0.761,,0.392,177,,,0,0,
141,Daniel Gafford,25,WAS,C,45,45,1192,0.69,3.2,1,0.633,0.32,0.041,0.007,0,0.69,0.774,0.564,0.417,0.5,,0.729,,0.347,94,,,0,0,
141,Daniel Gafford,25,DAL,PF,29,21,623,0.78,2.2,1,0.72,0.274,0.005,0,0,0.78,0.866,0.569,0,,,0.807,,0.462,83,,,0,0,
142,Ivica Zubac,26,LAC,C,68,68,1794,0.649,3.7,1,0.493,0.466,0.04,0,0,0.649,0.711,0.599,0.476,,,0.772,,0.245,112,,,0,0,
143,Deandre Ayton,25,POR,C,55,55,1784,0.57,8.9,0.987,0.255,0.308,0.268,0.155,0.013,0.576,0.764,0.541,0.453,0.552,0.1,0.749,1,0.117,80,0.4,0.25,1,0,
144,Derrick Jones Jr.,26,DAL,SF,76,66,1783,0.483,13.2,0.517,0.327,0.168,0.018,0.004,0.483,0.613,0.691,0.494,0.444,0,0.343,0.764,0.988,0.158,62,0.586,0.343,0,0,
145,Kyle Anderson,30,MIN,PF,79,10,1782,0.46,9,0.889,0.192,0.48,0.189,0.028,0.111,0.488,0.627,0.438,0.476,0.5,0.229,0.511,1,0.025,10,0.688,0.303,1,0,
146,Jalen Duren,20,DET,C,61,60,1777,0.619,3.9,0.993,0.521,0.397,0.055,0.02,0.007,0.623,0.741,0.536,0.29,0.182,0,0.676,,0.296,156,0,,0,0,
147,Bradley Beal,30,PHO,SG,53,53,1767,0.513,13.5,0.68,0.233,0.193,0.132,0.122,0.32,0.552,0.725,0.472,0.474,0.433,0.43,0.442,0.861,0.034,22,0.311,0.438,0,0,
148,Scoot Henderson,19,POR,PG,62,32,1765,0.385,14,0.664,0.237,0.177,0.167,0.083,0.336,0.416,0.503,0.312,0.451,0.318,0.325,0.277,0.598,0.024,14,0.123,0.333,4,0,
149,Nick Richards,26,CHO,C,67,51,1759,0.691,3.1,0.997,0.684,0.245,0.059,0.011,0.003,0.693,0.782,0.543,0.364,0.25,0,0.681,,0.354,120,0,,0,0,
150,Kelly Olynyk,32,2TM,C,78,27,1759,0.555,11.6,0.688,0.344,0.225,0.064,0.054,0.312,0.632,0.76,0.545,0.406,0.444,0.387,0.537,0.967,0.016,8,0.187,0.448,0,0,
150,Kelly Olynyk,32,UTA,C,50,8,1019,0.562,12.1,0.674,0.295,0.264,0.058,0.058,0.326,0.626,0.776,0.588,0.267,0.4,0.429,0.477,0.972,0.016,4,0.202,0.353,0,0,
150,Kelly Olynyk,32,TOR,C,28,19,740,0.548,11.1,0.703,0.397,0.184,0.071,0.05,0.297,0.637,0.747,0.477,0.529,0.5,0.338,0.598,0.958,0.017,4,0.169,0.583,0,0,
151,Caleb Martin,28,MIA,SF,64,23,1756,0.431,14.5,0.585,0.218,0.216,0.072,0.079,0.415,0.489,0.598,0.463,0.325,0.409,0.349,0.581,0.926,0.036,18,0.353,0.329,2,0,
152,Sam Hauser,26,BOS,SF,79,13,1741,0.446,22.7,0.167,0.072,0.048,0.027,0.02,0.833,0.559,0.675,0.407,0.467,0.636,0.424,0.731,0.975,0.016,9,0.241,0.518,2,0,
153,Al Horford,37,BOS,C,65,33,1740,0.511,17.2,0.384,0.184,0.155,0.024,0.021,0.616,0.658,0.818,0.523,0.6,0.333,0.419,0.726,1,0.045,18,0.384,0.424,0,0,
154,Toumani Camara,23,POR,PF,70,49,1739,0.45,11.6,0.607,0.352,0.224,0.023,0.009,0.393,0.523,0.643,0.367,0.3,0.25,0.337,0.504,1,0.068,24,0.448,0.351,0,0,
155,Obi Toppin,25,IND,PF,82,28,1730,0.573,12.7,0.563,0.378,0.157,0.026,0.002,0.437,0.706,0.808,0.516,0.4,0,0.403,0.796,0.99,0.193,101,0.368,0.398,3,0,
156,Bilal Coulibaly,19,WAS,SF,63,15,1715,0.435,13.2,0.572,0.313,0.188,0.035,0.037,0.428,0.502,0.667,0.346,0.133,0.25,0.346,0.621,0.953,0.134,51,0.481,0.393,0,0,
157,OG Anunoby,26,2TM,SF,50,50,1702,0.489,13.9,0.537,0.31,0.121,0.066,0.04,0.463,0.581,0.721,0.357,0.368,0.522,0.382,0.689,0.961,0.144,75,0.476,0.457,0,0,
157,OG Anunoby,26,TOR,SF,27,27,900,0.489,15.2,0.492,0.265,0.131,0.056,0.04,0.508,0.608,0.753,0.405,0.389,0.615,0.374,0.729,0.951,0.128,36,0.405,0.439,0,0,
157,OG Anunoby,26,NYK,SF,23,23,802,0.488,12.6,0.594,0.367,0.109,0.078,0.039,0.406,0.553,0.691,0.286,0.35,0.4,0.394,0.643,0.976,0.164,39,0.587,0.475,0,0,
158,Jabari Walker,21,POR,SF,72,23,1700,0.46,9.8,0.727,0.393,0.263,0.049,0.022,0.273,0.522,0.67,0.358,0.2,0.545,0.295,0.617,1,0.055,17,0.446,0.29,2,0,
159,Andrew Nembhard,24,IND,PG,68,47,1697,0.498,14.1,0.672,0.19,0.207,0.197,0.079,0.328,0.567,0.737,0.472,0.534,0.488,0.357,0.412,0.918,0.002,1,0.31,0.528,0,0,
160,Cason Wallace,20,OKC,SG,82,13,1692,0.491,16,0.471,0.229,0.12,0.059,0.063,0.529,0.572,0.752,0.377,0.5,0.357,0.419,0.655,0.969,0.054,19,0.496,0.474,0,0,
161,Trey Murphy III,23,NOP,SF,57,23,1690,0.443,20.3,0.283,0.142,0.1,0.027,0.014,0.717,0.602,0.795,0.419,0.471,0.222,0.38,0.679,0.893,0.068,38,0.2,0.404,1,0,
162,Kristaps Porziņģis,28,BOS,C,57,57,1690,0.516,14.6,0.61,0.251,0.176,0.126,0.057,0.39,0.606,0.751,0.538,0.505,0.395,0.375,0.716,0.991,0.128,89,0.024,0.143,2,0,
163,Kyle Lowry,37,2TM,PG,60,55,1690,0.432,19.7,0.337,0.114,0.111,0.072,0.04,0.663,0.512,0.628,0.5,0.333,0.533,0.392,0.477,0.806,0,0,0.248,0.452,2,0,
163,Kyle Lowry,37,MIA,PG,37,35,1037,0.426,19.6,0.335,0.116,0.124,0.062,0.033,0.665,0.506,0.607,0.5,0.2,0.75,0.385,0.488,0.823,0,0,0.224,0.472,2,0,
163,Kyle Lowry,37,PHI,PG,23,20,653,0.444,19.9,0.341,0.111,0.089,0.089,0.052,0.659,0.522,0.667,0.5,0.5,0.286,0.404,0.458,0.778,0,0,0.292,0.423,0,0,
164,Jordan Clarkson,31,UTA,SG,55,19,1682,0.413,14.9,0.621,0.113,0.339,0.125,0.044,0.379,0.485,0.598,0.473,0.412,0.5,0.294,0.37,0.703,0.017,13,0.133,0.415,8,0,
165,De'Andre Hunter,26,ATL,SF,57,37,1681,0.459,16.1,0.541,0.166,0.149,0.137,0.089,0.459,0.521,0.682,0.485,0.429,0.424,0.385,0.674,0.906,0.027,13,0.322,0.398,0,0,
166,Pat Connaughton,31,MIL,SF,76,3,1676,0.435,18.2,0.314,0.205,0.104,0.003,0.003,0.686,0.633,0.789,0.333,0,1,0.345,0.667,0.963,0.017,3,0.403,0.406,0,0,
167,Christian Braun,22,DEN,SG,82,4,1655,0.46,11.4,0.66,0.342,0.263,0.025,0.031,0.34,0.498,0.667,0.339,0.083,0.333,0.384,0.692,0.937,0.068,30,0.341,0.304,1,0,
168,Simone Fontecchio,28,2TM,SF,66,43,1644,0.46,16.8,0.391,0.17,0.177,0.033,0.011,0.609,0.551,0.656,0.474,0.389,0.667,0.401,0.729,0.978,0.049,21,0.434,0.428,0,0,
168,Simone Fontecchio,28,UTA,SF,50,34,1160,0.45,17.7,0.349,0.165,0.156,0.022,0.006,0.651,0.56,0.61,0.518,0.375,1,0.391,0.7,0.989,0.053,15,0.451,0.39,0,0,
168,Simone Fontecchio,28,DET,SF,16,9,484,0.479,15.8,0.468,0.179,0.216,0.053,0.021,0.532,0.539,0.735,0.415,0.4,0.5,0.426,0.771,0.953,0.042,6,0.396,0.525,0,0,
169,Ochai Agbaji,23,2TM,SG,78,28,1641,0.411,13.7,0.513,0.289,0.176,0.037,0.012,0.487,0.523,0.664,0.329,0.438,0.2,0.294,0.75,0.984,0.085,31,0.455,0.365,1,0,
169,Ochai Agbaji,23,UTA,SG,51,10,1003,0.426,15.9,0.43,0.201,0.181,0.036,0.012,0.57,0.551,0.72,0.422,0.333,0.333,0.331,0.831,0.979,0.068,15,0.451,0.406,0,0,
169,Ochai Agbaji,23,TOR,SG,27,18,638,0.391,11.4,0.625,0.408,0.168,0.038,0.011,0.375,0.496,0.627,0.194,0.571,0,0.217,0.667,1,0.109,16,0.464,0.281,1,0,
170,Julius Randle,29,NYK,PF,46,46,1630,0.472,11.7,0.708,0.266,0.291,0.115,0.037,0.292,0.539,0.689,0.469,0.406,0.419,0.311,0.423,0.868,0.032,24,0.148,0.528,0,0,AS
171,Precious Achiuwa,24,2TM,PF,74,18,1624,0.501,8,0.793,0.52,0.215,0.047,0.011,0.207,0.562,0.697,0.317,0.273,0.2,0.268,0.593,0.962,0.145,62,0.474,0.304,0,0,
171,Precious Achiuwa,24,TOR,C,25,0,437,0.459,9.5,0.724,0.418,0.247,0.047,0.012,0.276,0.528,0.662,0.357,0.25,0.5,0.277,0.662,1,0.147,21,0.362,0.294,0,0,
171,Precious Achiuwa,24,NYK,PF,49,18,1187,0.525,6.5,0.833,0.579,0.197,0.047,0.01,0.167,0.578,0.711,0.288,0.286,0,0.26,0.563,0.923,0.144,41,0.58,0.31,0,0,
172,Santi Aldama,23,MEM,PF,61,35,1618,0.435,15.8,0.465,0.211,0.188,0.049,0.016,0.535,0.534,0.692,0.411,0.393,0.333,0.349,0.674,0.962,0.067,34,0.296,0.3,0,0,
173,Cameron Johnson,27,BRK,PF,58,47,1599,0.446,17.5,0.43,0.17,0.126,0.073,0.061,0.57,0.519,0.724,0.41,0.378,0.342,0.391,0.601,0.957,0.034,18,0.331,0.462,1,0,
174,Malaki Branham,20,SAS,PG,75,29,1594,0.432,15.1,0.573,0.186,0.189,0.134,0.064,0.427,0.494,0.744,0.328,0.5,0.25,0.347,0.657,0.968,0.019,12,0.272,0.384,0,0,
175,Paul Reed,24,PHI,C,82,24,1590,0.54,7.1,0.881,0.473,0.265,0.094,0.05,0.119,0.563,0.674,0.394,0.511,0.5,0.368,0.643,0.857,0.106,45,0.298,0.294,0,0,
176,Ausar Thompson,21,DET,SF,63,38,1583,0.483,9.8,0.765,0.377,0.283,0.05,0.054,0.235,0.575,0.652,0.544,0.458,0.308,0.186,0.673,0.952,0.183,79,0.575,0.231,4,0,
177,Anfernee Simons,24,POR,SG,46,46,1582,0.43,17.1,0.516,0.14,0.183,0.105,0.088,0.484,0.472,0.658,0.392,0.477,0.338,0.385,0.162,0.622,0.018,14,0.077,0.29,0,0,
178,Kevin Huerter,25,SAC,SG,64,59,1562,0.443,18.2,0.391,0.146,0.152,0.075,0.018,0.609,0.571,0.732,0.553,0.381,0.2,0.361,0.808,0.951,0.02,9,0.173,0.424,0,0,
179,Bennedict Mathurin,21,IND,SF,59,19,1538,0.446,12.4,0.677,0.275,0.253,0.089,0.06,0.323,0.481,0.582,0.393,0.458,0.425,0.374,0.583,0.75,0.03,17,0.107,0.435,0,0,
180,Evan Mobley,22,CLE,PF,50,50,1532,0.58,6.5,0.893,0.464,0.337,0.065,0.027,0.107,0.604,0.77,0.462,0.361,0.133,0.373,0.725,1,0.239,129,0.424,0.36,0,0,
181,Chris Paul,38,GSW,PG,58,18,1531,0.441,19,0.55,0.021,0.109,0.233,0.186,0.45,0.498,0.8,0.608,0.514,0.379,0.371,0.164,0.679,0,0,0.176,0.243,4,0,
182,Russell Westbrook,35,LAC,PG,68,11,1529,0.454,9.6,0.768,0.385,0.27,0.074,0.039,0.232,0.509,0.655,0.363,0.367,0.346,0.273,0.378,0.857,0.075,38,0.403,0.29,0,0,6MOY-7
183,Nicolas Batum,35,2TM,PF,60,38,1529,0.453,20.5,0.277,0.191,0.043,0.027,0.016,0.723,0.606,0.653,0.636,0.429,0.25,0.395,0.628,1,0.035,9,0.535,0.434,1,0,
183,Nicolas Batum,35,LAC,PF,3,0,54,0.375,22,0.125,0,0.125,0,0,0.875,1,,1,,,0.286,1,1,0.125,1,0.571,0.5,0,0,
183,Nicolas Batum,35,PHI,PF,57,38,1475,0.456,18.9,0.282,0.198,0.04,0.028,0.016,0.718,0.6,0.653,0.6,0.429,0.25,0.399,0.619,1,0.032,8,0.534,0.432,1,0,
184,Zach Collins,26,SAS,C,69,29,1526,0.484,11.5,0.706,0.266,0.313,0.088,0.039,0.294,0.552,0.726,0.472,0.463,0.208,0.32,0.713,1,0.042,25,0.099,0.333,0,0,
185,Josh Green,23,DAL,SG,57,33,1505,0.479,14.5,0.5,0.265,0.158,0.045,0.032,0.5,0.572,0.768,0.339,0.294,0.5,0.385,0.748,0.958,0.091,31,0.626,0.385,0,0,
186,Walker Kessler,22,UTA,C,64,22,1493,0.654,3.4,0.946,0.68,0.257,0.003,0.006,0.054,0.68,0.752,0.511,0,0,0.211,0.742,1,0.363,124,1,0.211,0,0,
187,Draymond Green,33,GSW,PF,55,52,1490,0.497,11.6,0.653,0.293,0.296,0.056,0.008,0.347,0.551,0.67,0.5,0.143,1,0.395,0.769,0.941,0.022,7,0.31,0.425,0,0,
188,Peyton Watson,21,DEN,SF,80,4,1488,0.465,12,0.66,0.342,0.204,0.089,0.025,0.34,0.553,0.66,0.407,0.525,0.364,0.296,0.785,0.978,0.143,58,0.434,0.273,6,0,
189,Matisse Thybulle,26,POR,SF,65,19,1487,0.397,19.3,0.271,0.132,0.12,0.013,0.006,0.729,0.535,0.643,0.421,0.75,0,0.346,0.63,1,0.025,8,0.385,0.382,1,0,
190,Khris Middleton,32,MIL,SF,55,55,1487,0.493,16.7,0.616,0.101,0.159,0.187,0.17,0.384,0.563,0.708,0.51,0.517,0.578,0.381,0.372,0.702,0.005,2,0.186,0.413,0,0,
191,Bojan Bogdanović,34,2TM,PF,57,27,1478,0.454,16.7,0.51,0.117,0.181,0.14,0.072,0.49,0.507,0.625,0.48,0.484,0.429,0.398,0.648,0.872,0.006,4,0.275,0.435,0,0,6MOY-9
191,Bojan Bogdanović,34,DET,PF,28,27,921,0.468,16.6,0.513,0.111,0.2,0.141,0.061,0.487,0.518,0.723,0.447,0.5,0.423,0.415,0.584,0.86,0.002,1,0.232,0.438,0,0,
191,Bojan Bogdanović,34,NYK,SF,29,0,557,0.43,16.8,0.504,0.129,0.148,0.137,0.09,0.496,0.488,0.485,0.553,0.457,0.435,0.37,0.762,0.894,0.012,3,0.346,0.432,0,0,
192,Julian Champagnie,22,SAS,SF,74,59,1468,0.408,18.4,0.311,0.194,0.09,0.012,0.015,0.689,0.504,0.641,0.306,0,0.333,0.365,0.857,0.98,0.067,19,0.329,0.363,0,0,
193,Patrick Beverley,35,2TM,PG,73,13,1462,0.417,15.4,0.522,0.153,0.293,0.066,0.011,0.478,0.49,0.672,0.441,0.32,0.25,0.337,0.361,0.852,0.003,1,0.309,0.464,0,0,
193,Patrick Beverley,35,PHI,PG,47,5,919,0.432,14.9,0.548,0.154,0.315,0.066,0.012,0.452,0.523,0.703,0.474,0.375,0.333,0.321,0.348,0.771,0.004,1,0.22,0.583,0,0,
193,Patrick Beverley,35,MIL,PG,26,8,543,0.391,15.9,0.478,0.152,0.254,0.065,0.007,0.522,0.424,0.619,0.371,0.222,0,0.361,0.393,0.962,0,0,0.444,0.375,0,0,
194,Amir Coffey,26,LAC,SF,70,13,1460,0.472,16.6,0.477,0.151,0.159,0.128,0.04,0.523,0.571,0.774,0.5,0.489,0.357,0.38,0.771,0.971,0.023,7,0.5,0.424,3,0,
195,Isaiah Joe,24,OKC,SG,78,1,1445,0.458,21.3,0.272,0.091,0.041,0.07,0.07,0.728,0.568,0.773,0.4,0.5,0.471,0.416,0.76,0.966,0.039,15,0.212,0.413,2,0,
196,Desmond Bane,25,MEM,SG,42,42,1443,0.464,15.9,0.536,0.216,0.168,0.061,0.091,0.464,0.536,0.72,0.377,0.553,0.38,0.381,0.404,0.613,0.009,7,0.144,0.442,2,0,
197,Vince Williams Jr.,23,MEM,SG,52,33,1436,0.446,15.7,0.449,0.245,0.142,0.045,0.016,0.551,0.529,0.667,0.407,0.353,0,0.378,0.511,0.924,0.024,9,0.335,0.343,0,0,
198,Isaiah Stewart,22,DET,PF,46,45,1423,0.487,13.5,0.542,0.301,0.212,0.018,0.01,0.458,0.575,0.635,0.519,0.429,0.25,0.383,0.723,1,0.071,21,0.349,0.361,0,0,
199,Moritz Wagner,26,ORL,C,80,1,1415,0.601,7.6,0.792,0.504,0.272,0.005,0.009,0.208,0.673,0.799,0.46,0.333,0.4,0.33,0.796,0.974,0.091,48,0.322,0.324,1,0,
200,Tyler Herro,24,MIA,SG,42,40,1407,0.441,17,0.547,0.086,0.197,0.166,0.098,0.453,0.478,0.587,0.49,0.467,0.375,0.396,0.417,0.811,0.008,4,0.12,0.475,1,0,
201,Wendell Carter Jr.,24,ORL,C,55,48,1406,0.525,12.6,0.598,0.332,0.191,0.059,0.016,0.402,0.626,0.809,0.395,0.44,0.286,0.374,0.736,0.984,0.186,71,0.415,0.338,0,0,
202,Onyeka Okongwu,23,ATL,C,55,8,1405,0.611,6.8,0.811,0.559,0.233,0.014,0.005,0.189,0.676,0.74,0.529,0.4,1,0.333,0.775,1,0.244,78,0.739,0.431,1,0,
203,Amen Thompson,21,HOU,SF,62,23,1388,0.536,6.9,0.87,0.518,0.251,0.054,0.047,0.13,0.595,0.714,0.464,0.292,0.333,0.138,0.481,0.875,0.217,88,0.293,0.118,1,0,
204,Haywood Highsmith,27,MIA,PF,66,26,1366,0.465,16.6,0.416,0.191,0.179,0.027,0.018,0.584,0.562,0.667,0.475,0.667,0.167,0.396,0.636,0.987,0.055,16,0.417,0.438,0,0,
205,Dyson Daniels,20,NOP,PG,61,16,1358,0.447,14.2,0.566,0.238,0.232,0.09,0.006,0.434,0.551,0.635,0.528,0.393,0.5,0.311,0.526,1,0.055,13,0.363,0.408,4,0,
206,Andre Drummond,30,CHI,C,79,10,1351,0.556,2.8,0.994,0.713,0.26,0.021,0,0.006,0.56,0.614,0.416,0.5,,0,0.558,,0.16,65,0,,3,0,
207,Marcus Sasser,23,DET,PG,71,11,1351,0.428,17.7,0.531,0.088,0.164,0.166,0.113,0.469,0.474,0.644,0.452,0.482,0.362,0.375,0.318,0.644,0.002,1,0.154,0.432,0,0,
208,Kris Murray,23,POR,SF,62,29,1348,0.396,14.1,0.5,0.287,0.18,0.03,0.003,0.5,0.525,0.657,0.333,0.455,0,0.268,0.5,0.98,0.06,21,0.475,0.299,1,0,
